GAME_ID,game_date,player_name,minutes,minutes_decimal,deflections,charges_drawn,usage_rate,y,winner_names
0022400562,,Jaden Springer,1:23,1.3833333333333333,,,0.0025,0,Payton Pritchard
0022400562,,Jordan Walsh,1:22,1.3666666666666667,,,0.0,0,Payton Pritchard
0022400562,,Neemias Queta,1:22,1.3666666666666667,,,0.0,0,Payton Pritchard
0022400562,,Xavier Tillman,1:22,1.3666666666666667,,,0.0,0,Payton Pritchard
0022400577,,Jaden Springer,2:12,2.2,,,0.0,0,Kristaps Porzingis
0022400604,,Jaden Springer,6:22,6.366666666666666,,,0.0007099999999999,0,Payton Pritchard
0022400620,,Jordan Walsh,9:22,9.366666666666667,,,0.00043,0,Jaden Springer
0022400629,,Baylor Scheierman,6:28,6.466666666666667,,,0.00077,0,Kristaps Porzingis
0022400629,,Jaden Springer,8:53,8.883333333333333,,,0.00278,0,Kristaps Porzingis
0022400635,,Jordan Walsh,1:33,1.55,,,0.01,0,Derrick White
0022400650,,Xavier Tillman,5:46,5.766666666666667,,,0.00308,0,Luke Kornet
0022400666,,Drew Peterson,5:01,5.016666666666667,,,0.001,0,Jaylen Brown
0022400666,,Jordan Walsh,1:43,1.7166666666666668,,,0.0,0,Jaylen Brown
0022400683,,Jaden Springer,0:02,0.0333333333333333,,,0.0,0,Kristaps Porzingis
0022400748,,Xavier Tillman,5:55,5.916666666666667,,,0.00083,0,Luke Kornet
0022400769,,Baylor Scheierman,4:50,4.833333333333333,,,0.0,0,Derrick White
0022400769,,Jordan Walsh,0:26,0.4333333333333333,,,0.0,0,Derrick White
0022400769,,Neemias Queta,0:26,0.4333333333333333,,,0.0,0,Derrick White
0022400789,,Baylor Scheierman,0:35,0.5833333333333334,,,0.0,0,Jayson Tatum
0022400789,,Jordan Walsh,4:50,4.833333333333333,,,0.0,0,Jayson Tatum
0022400836,,Baylor Scheierman,4:40,4.666666666666667,,,0.00182,0,Derrick White
0022400852,,Drew Peterson,1:27,1.45,,,0.0,0,Jayson Tatum
0022400891,,Drew Peterson,0:12,0.2,,,0.0,0,Payton Pritchard
0022400891,,JD Davison,0:12,0.2,,,0.0,0,Payton Pritchard
0022401020,,Jordan Walsh,2:12,2.2,,,0.00333,0,Derrick White
0022401020,,Torrey Craig,0:39,0.65,,,0.0,0,Derrick White
0022401044,,Drew Peterson,1:12,1.2,,,0.0,0,Baylor Scheierman
0022401044,,JD Davison,1:12,1.2,,,0.0025,0,Baylor Scheierman
0022401044,,Jordan Walsh,1:12,1.2,,,0.0025,0,Baylor Scheierman
0022401120,,Drew Peterson,1:53,1.8833333333333333,,,0.0014299999999999,0,Derrick White
0022401120,,Jordan Walsh,1:53,1.8833333333333333,,,0.0014299999999999,0,Derrick White
0022401120,,Neemias Queta,1:53,1.8833333333333333,,,0.0014299999999999,0,Derrick White
0022401205,,JD Davison,6:32,6.533333333333333,,,0.00214,0,Payton Pritchard
0022401205,,Xavier Tillman,3:53,3.883333333333333,,,0.00111,0,Payton Pritchard
0022401217,,Jaden Springer,2:22,2.3666666666666667,,,0.0028599999999999,0,Luke Kornet
0022401217,,Jordan Walsh,2:22,2.3666666666666667,,,0.0014299999999999,0,Luke Kornet
0022500018,,Amari Williams,0:40,0.6666666666666666,,,0.0,0,Hugo Gonzalez
0022500018,,Baylor Scheierman,4:12,4.2,,,0.0,0,Hugo Gonzalez
0022500117,,Chris Boucher,3:01,3.0166666666666666,,,0.002,0,Josh Minott
0022500117,,Ron Harper Jr.,1:24,1.4,,,0.0,0,Josh Minott
0022500128,,Jordan Walsh,1:28,1.4666666666666668,,,0.0,0,Josh Minott
0022500146,,Ron Harper Jr.,9:49,9.816666666666666,,,0.00185,0,Baylor Scheierman
0022500158,,Chris Boucher,7:16,7.266666666666667,,,0.00214,0,Jaylen Brown
0022500233,,Sam Hauser,6:45,6.75,,,0.00222,0,Jaylen Brown
0022500320,,Amari Williams,0:06,0.1,,,0.0,0,Jordan Walsh
0022500334,,Xavier Tillman,4:43,4.716666666666667,,,0.00083,0,Jordan Walsh
0022500338,,Amari Williams,2:20,2.333333333333333,,,0.0,0,Jordan Walsh
0022500493,,Baylor Scheierman,3:10,3.1666666666666665,,,0.00111,0,Jordan Walsh
0022500520,,Baylor Scheierman,4:07,4.116666666666666,,,0.0007099999999999,0,Neemias Queta
0022500594,,Ron Harper Jr.,5:46,5.766666666666667,,,0.0017599999999999,0,Sam Hauser
0022500621,,Ron Harper Jr.,2:26,2.4333333333333336,,,0.004,0,Sam Hauser
0022500728,,Max Shulga,1:41,1.6833333333333331,,,0.002,0,Ron Harper Jr.
0022500728,,Xavier Tillman,1:41,1.6833333333333331,,,0.002,0,Ron Harper Jr.
0022500823,,Amari Williams,1:26,1.4333333333333331,,,0.0,0,Payton Pritchard
0022500823,,Luka Garza,1:26,1.4333333333333331,,,0.0,0,Payton Pritchard
0022500839,,Dalano Banton,3:56,3.9333333333333336,,,0.0,0,Baylor Scheierman
0022500839,,John Tonje,3:56,3.9333333333333336,,,0.00111,0,Baylor Scheierman
0022500880,,Amari Williams,1:52,1.8666666666666667,,,0.0025,0,Hugo Gonzalez
0022500880,,John Tonje,1:52,1.8666666666666667,,,0.0,0,Hugo Gonzalez
0022500894,,Ron Harper Jr.,7:02,7.033333333333333,,,0.00154,0,Derrick White
0022500908,,Amari Williams,2:42,2.7,,,0.0,0,Jayson Tatum
0022500942,,Amari Williams,0:57,0.95,,,0.0,0,Ron Harper Jr.
0022500942,,Jordan Walsh,1:10,1.1666666666666667,,,0.00333,0,Ron Harper Jr.
0022500942,,Max Shulga,0:57,0.95,,,0.0,0,Ron Harper Jr.
0022500971,,Amari Williams,1:33,1.55,,,0.004,0,Jayson Tatum
0022500971,,Max Shulga,1:33,1.55,,,0.0,0,Jayson Tatum
0022500971,,Ron Harper Jr.,1:33,1.55,,,0.002,0,Jayson Tatum
0022500999,,Charles Bassey,2:14,2.2333333333333334,,,0.00167,0,Luka Garza
0022501019,,Ron Harper Jr.,0:07,0.1166666666666666,,,0.0,0,Luka Garza
0022501054,,Amari Williams,,0.0,,,0.0,0,Baylor Scheierman
0022501054,,Charles Bassey,,0.0,,,0.0,0,Baylor Scheierman
0022501054,,Jordan Walsh,,0.0,,,0.0,0,Baylor Scheierman
0022501054,,Max Shulga,,0.0,,,0.0,0,Baylor Scheierman
0022501054,,Ron Harper Jr.,,0.0,,,0.0,0,Baylor Scheierman
0022501067,,Amari Williams,,0.0,,,0.0,0,Payton Pritchard
0022501067,,Charles Bassey,,0.0,,,0.0,0,Payton Pritchard
0022501067,,Hugo González,7:22,7.366666666666666,,,0.00063,0,Payton Pritchard
0022501067,,Max Shulga,,0.0,,,0.0,0,Payton Pritchard
0022501067,,Ron Harper Jr.,,0.0,,,0.0,0,Payton Pritchard
0022501092,,John Tonje,0:17,0.2833333333333333,,,0.0,0,Luka Garza
0022501092,,Max Shulga,0:17,0.2833333333333333,,,0.0,0,Luka Garza
0022501092,,Neemias Queta,,0.0,,,0.0,0,Luka Garza
0022501106,,Amari Williams,,0.0,,,0.0,0,Jayson Tatum
0022501106,,Charles Bassey,,0.0,,,0.0,0,Jayson Tatum
0022501106,,Hugo González,0:08,0.1333333333333333,,,0.0,0,Jayson Tatum
0022501106,,John Tonje,,0.0,,,0.0,0,Jayson Tatum
0022501106,,Max Shulga,0:08,0.1333333333333333,,,0.0,0,Jayson Tatum
0022501106,,Ron Harper Jr.,,0.0,,,0.0,0,Jayson Tatum
0022501132,,Amari Williams,,0.0,,,0.0,0,Neemias Queta
0022501132,,Hugo González,1:08,1.1333333333333333,,,0.0,0,Neemias Queta
0022501132,,John Tonje,,0.0,,,0.0,0,Neemias Queta
0022501132,,Luka Garza,,0.0,,,0.0,0,Neemias Queta
0022501132,,Max Shulga,,0.0,,,0.0,0,Neemias Queta
0022501132,,Ron Harper Jr.,1:08,1.1333333333333333,,,0.0,0,Neemias Queta
0022501149,,Amari Williams,,0.0,,,0.0,0,Neemias Queta
0022501149,,Hugo González,,0.0,,,0.0,0,Neemias Queta
0022501149,,John Tonje,,0.0,,,0.0,0,Neemias Queta
0022501149,,Luka Garza,,0.0,,,0.0,0,Neemias Queta
0022501149,,Max Shulga,,0.0,,,0.0,0,Neemias Queta
0022501149,,Ron Harper Jr.,,0.0,,,0.0,0,Neemias Queta
0022501168,,Amari Williams,,0.0,,,0.0,0,Baylor Scheierman
0022501168,,Hugo González,,0.0,,,0.0,0,Baylor Scheierman
0022501168,,John Tonje,,0.0,,,0.0,0,Baylor Scheierman
0022501168,,Luka Garza,,0.0,,,0.0,0,Baylor Scheierman
0022501168,,Max Shulga,,0.0,,,0.0,0,Baylor Scheierman
0022501168,,Ron Harper Jr.,,0.0,,,0.0,0,Baylor Scheierman
0022501174,,Amari Williams,,0.0,,,0.0,0,Sam Hauser
0022501174,,John Tonje,,0.0,,,0.0,0,Sam Hauser
